#name	%unambiguousReads	unambiguousMB	%ambiguousReads	ambiguousMB	unambiguousReads	ambiguousReads
k127_128177 flag=1 multi=72.9185 len=2776	0.00044	0.06198	0.00002	0.00120	480	18
k127_3619336 flag=1 multi=62.2777 len=2345	0.00044	0.05972	0.00001	0.00052	480	6
k127_3297967 flag=0 multi=91.0000 len=1811	0.00044	0.06213	0.00001	0.00059	480	6
k127_1923931 flag=0 multi=118.2103 len=3070	0.00044	0.05968	0.00000	0.00040	480	4
k127_5886037 flag=1 multi=53.6412 len=4923	0.00044	0.06153	0.00000	0.00021	480	3
k127_1603281 flag=1 multi=85.0469 len=1108	0.00044	0.06304	0.00000	0.00014	480	1
k127_2681182 flag=0 multi=31.3697 len=5277	0.00044	0.06375	0.00000	0.00000	480	0
k127_3799446 flag=1 multi=58.0000 len=5939	0.00044	0.05975	0.00010	0.01243	479	114
k127_2803544 flag=1 multi=33.0000 len=6704	0.00044	0.06068	0.00001	0.00088	479	9
k127_4079891 flag=1 multi=82.0000 len=2589	0.00044	0.05810	0.00000	0.00011	479	2
k127_2077755 flag=1 multi=97.2540 len=6588	0.00044	0.06063	0.00000	0.00021	479	2
k127_3038086 flag=1 multi=65.0000 len=4353	0.00044	0.06110	0.00003	0.00440	478	37
k127_1092433 flag=1 multi=35.0000 len=8418	0.00044	0.05933	0.00002	0.00249	478	21
k127_1344752 flag=1 multi=27.0000 len=7878	0.00044	0.06058	0.00001	0.00107	478	14
k127_814678 flag=0 multi=90.3315 len=2124	0.00044	0.06441	0.00001	0.00135	478	10
k127_3919929 flag=0 multi=90.4269 len=1392	0.00044	0.06305	0.00001	0.00086	478	6
k127_2859609 flag=1 multi=43.0000 len=5690	0.00044	0.06282	0.00000	0.00022	478	3
k127_875911 flag=0 multi=150.0597 len=2288	0.00044	0.06342	0.00000	0.00029	478	2
k127_1980767 flag=0 multi=92.1504 len=1344	0.00044	0.06029	0.00000	0.00007	478	1
k127_4788991 flag=1 multi=82.0000 len=1196	0.00044	0.06120	0.00005	0.00549	477	54
k127_668176 flag=1 multi=52.0000 len=3915	0.00044	0.06018	0.00002	0.00210	477	22
k127_2238469 flag=1 multi=67.3358 len=4895	0.00044	0.06021	0.00001	0.00135	477	16
k127_78222 flag=0 multi=45.6742 len=8000	0.00044	0.06019	0.00001	0.00095	477	15
k127_5773859 flag=1 multi=113.0000 len=1279	0.00044	0.06261	0.00001	0.00167	477	14
k127_3345339 flag=0 multi=152.7990 len=4047	0.00044	0.06451	0.00001	0.00148	477	12
k127_3936518 flag=0 multi=98.5547 len=3096	0.00044	0.06239	0.00001	0.00049	477	6
k127_2660638 flag=1 multi=60.0000 len=13566	0.00044	0.06157	0.00000	0.00055	477	5
k127_436642 flag=1 multi=115.9679 len=5666	0.00044	0.06288	0.00000	0.00056	477	4
k127_12036 flag=0 multi=45.2422 len=4574	0.00044	0.06235	0.00000	0.00052	477	4
k127_363759 flag=0 multi=32.3918 len=7580	0.00044	0.06373	0.00000	0.00018	477	2
k127_5118847 flag=1 multi=31.0000 len=7327	0.00044	0.06319	0.00000	0.00015	477	1
k127_2861106 flag=1 multi=30.0000 len=5038	0.00044	0.06235	0.00000	0.00008	477	1
k127_5750738 flag=0 multi=55.8473 len=3729	0.00044	0.06066	0.00000	0.00000	477	0
k127_4084745 flag=1 multi=29.0000 len=10517	0.00044	0.05962	0.00000	0.00000	477	0
k127_1155989 flag=0 multi=129.6629 len=8894	0.00044	0.06299	0.00000	0.00000	477	0
k127_990961 flag=1 multi=42.0000 len=4000	0.00044	0.05968	0.00010	0.01232	476	105
k127_3565799 flag=0 multi=40.9759 len=3616	0.00044	0.05997	0.00003	0.00398	476	34
k127_537175 flag=0 multi=29.0022 len=59486	0.00044	0.05994	0.00002	0.00145	476	18
k127_5435006 flag=0 multi=67.9252 len=2546	0.00044	0.06412	0.00001	0.00226	476	16
k127_728601 flag=1 multi=59.9688 len=37997	0.00044	0.06505	0.00001	0.00139	476	10
k127_2935727 flag=1 multi=76.1264 len=3402	0.00044	0.06152	0.00001	0.00087	476	8
k127_5711241 flag=0 multi=108.9155 len=2471	0.00044	0.06078	0.00000	0.00044	476	4
k127_1857395 flag=0 multi=86.0128 len=2151	0.00044	0.06436	0.00000	0.00040	476	3
k127_1607096 flag=0 multi=73.0000 len=6202	0.00044	0.06151	0.00000	0.00008	476	2
k127_695737 flag=1 multi=43.0000 len=10136	0.00044	0.06068	0.00000	0.00006	476	1
k127_2400145 flag=0 multi=149.0000 len=3827	0.00044	0.05528	0.00000	0.00004	476	1
k127_4476093 flag=0 multi=65.1159 len=1810	0.00044	0.06320	0.00000	0.00000	476	0
k127_2071729 flag=0 multi=74.6858 len=6149	0.00044	0.06609	0.00000	0.00000	476	0
k127_1389309 flag=1 multi=52.0000 len=6579	0.00044	0.06253	0.00000	0.00000	476	0
k127_1014174 flag=1 multi=29.4824 len=6023	0.00044	0.06187	0.00000	0.00000	476	0
k127_2894904 flag=1 multi=56.0000 len=6767	0.00044	0.06095	0.00007	0.00949	475	78
k127_5926246 flag=1 multi=41.0000 len=6383	0.00044	0.05978	0.00007	0.00750	475	77
k127_1967057 flag=1 multi=80.0000 len=8289	0.00044	0.05965	0.00002	0.00272	475	27
k127_5628432 flag=1 multi=38.0000 len=8269	0.00044	0.06036	0.00002	0.00293	475	25
k127_3300927 flag=1 multi=59.0000 len=58912	0.00044	0.06513	0.00002	0.00266	475	21
k127_1161067 flag=0 multi=64.3481 len=2069	0.00044	0.06287	0.00001	0.00176	475	13
k127_5937013 flag=0 multi=65.0000 len=1426	0.00044	0.06122	0.00001	0.00165	475	12
k127_413564 flag=0 multi=106.8223 len=8102	0.00044	0.05969	0.00001	0.00074	475	9
k127_5770432 flag=0 multi=63.1794 len=2273	0.00044	0.06110	0.00001	0.00077	475	7
k127_3249137 flag=1 multi=27.0000 len=6895	0.00044	0.06365	0.00001	0.00073	475	6
k127_1534209 flag=0 multi=26.0339 len=8683	0.00044	0.06517	0.00000	0.00056	475	5
k127_222505 flag=0 multi=129.0600 len=6414	0.00044	0.06558	0.00000	0.00050	475	4
k127_2318977 flag=1 multi=61.1672 len=5658	0.00044	0.06271	0.00000	0.00022	475	2
k127_531984 flag=1 multi=81.2513 len=5272	0.00044	0.06370	0.00000	0.00006	475	1
k127_4878835 flag=1 multi=53.5053 len=13639	0.00044	0.06245	0.00000	0.00005	475	1
k127_4355891 flag=0 multi=21.0162 len=11243	0.00044	0.06143	0.00000	0.00012	475	1
k127_2362626 flag=0 multi=189.0668 len=6763	0.00044	0.06615	0.00000	0.00000	475	0
k127_1990488 flag=1 multi=134.0000 len=6232	0.00044	0.06074	0.00000	0.00000	475	0
k127_1139238 flag=1 multi=37.4005 len=5073	0.00044	0.06309	0.00000	0.00000	475	0
k127_103769 flag=0 multi=69.4719 len=6701	0.00044	0.06575	0.00000	0.00000	475	0
k127_4633141 flag=1 multi=63.0000 len=7910	0.00044	0.06059	0.00002	0.00216	474	18
k127_5948725 flag=1 multi=46.1565 len=4524	0.00044	0.06153	0.00001	0.00082	474	8
k127_557561 flag=1 multi=108.0000 len=4410	0.00044	0.05951	0.00001	0.00098	474	7
k127_630311 flag=0 multi=41.3376 len=11945	0.00044	0.06539	0.00001	0.00083	474	6
k127_1657931 flag=0 multi=58.9220 len=4000	0.00044	0.06134	0.00000	0.00045	474	5
k127_3681584 flag=0 multi=46.2554 len=7068	0.00044	0.06222	0.00000	0.00012	474	1
k127_4634592 flag=1 multi=35.0000 len=1113	0.00044	0.06066	0.00000	0.00000	474	0
k127_325946 flag=0 multi=94.0577 len=5847	0.00044	0.06654	0.00000	0.00000	474	0
k127_305492 flag=1 multi=86.1524 len=5646	0.00044	0.06237	0.00000	0.00000	474	0
k127_3659093 flag=0 multi=134.8849 len=1604	0.00043	0.05977	0.00020	0.02310	473	214
k127_3352132 flag=1 multi=18.0000 len=10992	0.00043	0.05887	0.00001	0.00151	473	14
k127_5011103 flag=1 multi=36.0000 len=4190	0.00043	0.06179	0.00001	0.00097	473	9
k127_4897544 flag=0 multi=52.9481 len=1956	0.00043	0.06454	0.00001	0.00070	473	6
k127_3931153 flag=1 multi=138.5452 len=3267	0.00043	0.06090	0.00001	0.00067	473	6
k127_4933328 flag=1 multi=38.0000 len=5374	0.00043	0.06178	0.00000	0.00057	473	5
k127_5771410 flag=0 multi=33.9875 len=6508	0.00043	0.06166	0.00000	0.00043	473	4
k127_375335 flag=0 multi=85.6011 len=5078	0.00043	0.06303	0.00000	0.00027	473	3
k127_1999444 flag=0 multi=100.0000 len=2556	0.00043	0.06246	0.00000	0.00027	473	2
k127_5527307 flag=0 multi=158.0644 len=1074	0.00043	0.06257	0.00000	0.00000	473	0
k127_5510167 flag=1 multi=28.0000 len=7584	0.00043	0.06171	0.00000	0.00000	473	0
k127_341191 flag=0 multi=62.3933 len=4536	0.00043	0.05977	0.00000	0.00000	473	0
k127_247827 flag=0 multi=85.9147 len=4618	0.00043	0.06502	0.00000	0.00000	473	0
k127_449428 flag=1 multi=40.0000 len=6690	0.00043	0.06137	0.00006	0.00767	472	61
k127_1326012 flag=0 multi=70.0936 len=4442	0.00043	0.06093	0.00004	0.00445	472	41
k127_5591661 flag=1 multi=53.0000 len=6051	0.00043	0.05967	0.00003	0.00308	472	36
k127_1397474 flag=1 multi=40.0000 len=6901	0.00043	0.05861	0.00003	0.00293	472	32
k127_1879859 flag=1 multi=98.0000 len=4794	0.00043	0.06165	0.00001	0.00078	472	6
k127_3509871 flag=1 multi=65.0000 len=1434	0.00043	0.06160	0.00000	0.00013	472	1
k127_5207904 flag=0 multi=41.0000 len=4773	0.00043	0.06220	0.00000	0.00000	472	0
k127_2578846 flag=1 multi=58.0000 len=7251	0.00043	0.06069	0.00000	0.00000	472	0
k127_1866052 flag=1 multi=85.0000 len=3273	0.00043	0.06057	0.00000	0.00000	472	0
k127_981714 flag=0 multi=127.5478 len=2597	0.00043	0.06173	0.00006	0.00777	471	65
k127_377021 flag=0 multi=78.9299 len=1353	0.00043	0.06257	0.00005	0.00778	471	57
k127_4641358 flag=1 multi=79.0000 len=8475	0.00043	0.06050	0.00002	0.00259	471	23
k127_4828240 flag=1 multi=28.0000 len=8878	0.00043	0.06256	0.00001	0.00099	471	10
k127_2971617 flag=1 multi=95.1461 len=1188	0.00043	0.06030	0.00001	0.00075	471	8
k127_2336699 flag=0 multi=135.6595 len=5784	0.00043	0.06486	0.00001	0.00105	471	8
k127_2830563 flag=0 multi=112.6628 len=1067	0.00043	0.06182	0.00001	0.00050	471	6
k127_4861898 flag=1 multi=59.0000 len=1051	0.00043	0.06394	0.00000	0.00066	471	5
k127_4211744 flag=1 multi=50.4956 len=4290	0.00043	0.06154	0.00000	0.00051	471	5
k127_1999422 flag=1 multi=133.8852 len=5308	0.00043	0.06190	0.00000	0.00060	471	5
k127_89023 flag=0 multi=74.1869 len=1224	0.00043	0.05856	0.00000	0.00037	471	4
k127_4239777 flag=0 multi=60.0000 len=5630	0.00043	0.06129	0.00000	0.00015	471	2
k127_917947 flag=1 multi=57.0000 len=7265	0.00043	0.06022	0.00000	0.00010	471	1
k127_3424412 flag=0 multi=64.0000 len=2767	0.00043	0.05988	0.00000	0.00000	471	0
k127_1271234 flag=1 multi=77.0000 len=4139	0.00043	0.06145	0.00006	0.00706	470	63
k127_1457089 flag=0 multi=117.4648 len=1659	0.00043	0.06355	0.00003	0.00381	470	30
k127_3385483 flag=1 multi=72.7984 len=5510	0.00043	0.06085	0.00002	0.00195	470	22
k127_4850249 flag=0 multi=76.2223 len=3824	0.00043	0.06191	0.00001	0.00202	470	16
k127_173279 flag=1 multi=38.0000 len=5218	0.00043	0.05852	0.00001	0.00136	470	12
k127_1870200 flag=0 multi=50.3090 len=14873	0.00043	0.06548	0.00001	0.00131	470	11
k127_598788 flag=1 multi=95.0042 len=4852	0.00043	0.06187	0.00001	0.00082	470	9
k127_873886 flag=1 multi=33.0000 len=14597	0.00043	0.06017	0.00000	0.00029	470	4
k127_2439453 flag=0 multi=92.2245 len=6206	0.00043	0.06373	0.00000	0.00059	470	4
k127_273125 flag=1 multi=28.0000 len=13833	0.00043	0.06058	0.00000	0.00004	470	1
k127_1559815 flag=0 multi=49.0962 len=3099	0.00043	0.06149	0.00000	0.00000	470	0
k127_1460713 flag=1 multi=28.0000 len=3469	0.00043	0.06261	0.00000	0.00000	470	0
k127_5702085 flag=1 multi=29.0000 len=5280	0.00043	0.05770	0.00007	0.00907	469	78
k127_137477 flag=1 multi=107.0791 len=2757	0.00043	0.05374	0.00002	0.00153	469	20
k127_3257988 flag=1 multi=126.1560 len=9511	0.00043	0.05900	0.00002	0.00156	469	19
k127_4018053 flag=1 multi=50.0000 len=6170	0.00043	0.06093	0.00001	0.00154	469	15
k127_1154264 flag=0 multi=59.0000 len=2007	0.00043	0.05899	0.00001	0.00154	469	14
k127_856610 flag=1 multi=45.2738 len=5481	0.00043	0.06034	0.00001	0.00071	469	7
k127_5167498 flag=0 multi=80.2082 len=3657	0.00043	0.05965	0.00001	0.00070	469	7
k127_2794192 flag=0 multi=97.0000 len=2699	0.00043	0.06011	0.00000	0.00047	469	5
k127_5084385 flag=0 multi=73.0000 len=5025	0.00043	0.06131	0.00000	0.00027	469	2
k127_5478012 flag=1 multi=65.0000 len=6276	0.00043	0.06269	0.00000	0.00007	469	1
k127_3463778 flag=1 multi=57.0000 len=5791	0.00043	0.06157	0.00000	0.00015	469	1
k127_1074178 flag=0 multi=109.8759 len=1577	0.00043	0.06236	0.00000	0.00014	469	1
k127_24471 flag=0 multi=81.6314 len=1147	0.00043	0.06328	0.00000	0.00000	469	0
k127_3581711 flag=1 multi=33.0000 len=8470	0.00043	0.05968	0.00003	0.00407	468	36
k127_4239866 flag=0 multi=124.5686 len=1075	0.00043	0.06013	0.00001	0.00077	468	7
k127_789096 flag=1 multi=49.0000 len=6693	0.00043	0.06074	0.00000	0.00018	468	2
k127_2161080 flag=1 multi=36.0000 len=4884	0.00043	0.06040	0.00000	0.00025	468	2
k127_1150054 flag=0 multi=116.0000 len=7124	0.00043	0.06477	0.00000	0.00028	468	2
k127_936393 flag=0 multi=49.9188 len=9030	0.00043	0.06473	0.00000	0.00014	468	1
k127_472840 flag=0 multi=95.1850 len=7464	0.00043	0.06483	0.00000	0.00013	468	1
k127_1611014 flag=0 multi=28.0000 len=6230	0.00043	0.06277	0.00000	0.00013	468	1
k127_5770883 flag=0 multi=79.9455 len=7316	0.00043	0.06432	0.00000	0.00000	468	0
k127_4072352 flag=1 multi=12.0000 len=13693	0.00043	0.06364	0.00000	0.00000	468	0
k127_2995178 flag=1 multi=55.1595 len=6032	0.00043	0.06149	0.00000	0.00000	468	0
k127_2176940 flag=0 multi=104.0135 len=4432	0.00043	0.06289	0.00000	0.00000	468	0
k127_1569078 flag=1 multi=8.0000 len=1090	0.00043	0.05418	0.00000	0.00000	468	0
k127_1030982 flag=1 multi=22.6279 len=4975	0.00043	0.06168	0.00004	0.00551	467	46
k127_4824963 flag=0 multi=234.8248 len=1697	0.00043	0.06005	0.00004	0.00528	467	43
k127_4181604 flag=1 multi=83.0000 len=1418	0.00043	0.06179	0.00004	0.00574	467	43
k127_5584029 flag=0 multi=80.1243 len=1438	0.00043	0.06066	0.00003	0.00372	467	31
k127_563255 flag=0 multi=85.0000 len=6051	0.00043	0.05940	0.00002	0.00229	467	23
k127_684735 flag=1 multi=96.7979 len=6623	0.00043	0.05931	0.00001	0.00134	467	12
k127_1735021 flag=0 multi=56.4758 len=5757	0.00043	0.06155	0.00001	0.00133	467	12
k127_2351898 flag=1 multi=23.0000 len=15942	0.00043	0.05981	0.00001	0.00064	467	7
k127_341641 flag=1 multi=39.0000 len=5822	0.00043	0.05998	0.00001	0.00060	467	6
k127_2374278 flag=1 multi=107.3190 len=4211	0.00043	0.05892	0.00000	0.00035	467	5
k127_883341 flag=0 multi=82.6302 len=2820	0.00043	0.06189	0.00000	0.00023	467	3
k127_3877892 flag=0 multi=113.0000 len=7936	0.00043	0.05769	0.00000	0.00016	467	2
k127_3605135 flag=1 multi=92.6403 len=5254	0.00043	0.06234	0.00000	0.00015	467	1
k127_4520124 flag=0 multi=85.7211 len=1547	0.00043	0.06276	0.00000	0.00000	467	0
k127_1334738 flag=1 multi=41.0000 len=4489	0.00043	0.06332	0.00000	0.00000	467	0
k127_3733936 flag=1 multi=100.2812 len=8057	0.00043	0.06005	0.00001	0.00128	466	12
k127_1807570 flag=0 multi=84.0000 len=1441	0.00043	0.06021	0.00001	0.00080	466	8
k127_1901786 flag=1 multi=28.0000 len=57257	0.00043	0.05903	0.00001	0.00034	466	6
k127_3276107 flag=1 multi=57.4097 len=3122	0.00043	0.05937	0.00000	0.00031	466	4
k127_1180548 flag=1 multi=51.7999 len=3885	0.00043	0.06137	0.00000	0.00039	466	3
k127_3957933 flag=0 multi=98.0000 len=1388	0.00043	0.06062	0.00000	0.00023	466	2
k127_2326230 flag=1 multi=34.2835 len=6045	0.00043	0.06253	0.00000	0.00014	466	1
k127_4757364 flag=1 multi=61.9522 len=1298	0.00043	0.06011	0.00000	0.00000	466	0
k127_2800070 flag=0 multi=64.1727 len=1922	0.00043	0.06440	0.00000	0.00000	466	0
k127_1347785 flag=1 multi=21.0000 len=15417	0.00043	0.06490	0.00000	0.00000	466	0
k127_4994311 flag=1 multi=109.0000 len=1614	0.00043	0.06046	0.00008	0.01070	465	84
k127_5313008 flag=0 multi=41.0000 len=5150	0.00043	0.05838	0.00003	0.00345	465	30
k127_4396461 flag=1 multi=87.2099 len=4058	0.00043	0.06120	0.00002	0.00299	465	23
k127_1565442 flag=0 multi=156.6260 len=1167	0.00043	0.06146	0.00002	0.00201	465	17
k127_5750867 flag=1 multi=81.0000 len=2714	0.00043	0.05743	0.00001	0.00166	465	13
k127_814628 flag=0 multi=42.6963 len=13718	0.00043	0.06447	0.00001	0.00143	465	11
k127_2540290 flag=1 multi=44.0000 len=9669	0.00043	0.05984	0.00000	0.00034	465	5
k127_580963 flag=1 multi=32.0000 len=11785	0.00043	0.06197	0.00000	0.00048	465	4
k127_2226759 flag=0 multi=58.9852 len=14834	0.00043	0.06448	0.00000	0.00035	465	3
k127_840717 flag=0 multi=50.0345 len=3755	0.00043	0.06034	0.00000	0.00005	465	1
k127_910368 flag=1 multi=89.0000 len=3748	0.00043	0.05698	0.00000	0.00000	465	0
k127_5491452 flag=1 multi=33.4903 len=14845	0.00043	0.05832	0.00000	0.00000	465	0
k127_1414401 flag=0 multi=131.5714 len=5531	0.00043	0.05953	0.00001	0.00160	464	13
k127_3844831 flag=0 multi=119.6020 len=2921	0.00043	0.06298	0.00001	0.00113	464	11
k127_945884 flag=1 multi=70.0000 len=1636	0.00043	0.05804	0.00000	0.00059	464	5
k127_22370 flag=0 multi=127.0609 len=7109	0.00043	0.06389	0.00000	0.00057	464	4
k127_967422 flag=1 multi=78.0000 len=1850	0.00043	0.06030	0.00000	0.00032	464	3
k127_5216793 flag=1 multi=77.5601 len=5028	0.00043	0.06025	0.00000	0.00025	464	2
k127_3189034 flag=1 multi=28.9207 len=9313	0.00043	0.06044	0.00000	0.00021	464	2
k127_3944037 flag=0 multi=88.4603 len=2219	0.00043	0.06296	0.00000	0.00009	464	1
k127_3854311 flag=0 multi=56.6713 len=5832	0.00043	0.06183	0.00000	0.00005	464	1
k127_5357006 flag=0 multi=40.6533 len=6340	0.00043	0.06143	0.00000	0.00000	464	0
k127_3766689 flag=0 multi=130.1047 len=4751	0.00043	0.05979	0.00000	0.00000	464	0
k127_352497 flag=1 multi=38.0000 len=4217	0.00043	0.05754	0.00004	0.00417	463	41
k127_3087658 flag=0 multi=112.5534 len=1392	0.00043	0.06069	0.00003	0.00338	463	30
k127_981473 flag=0 multi=151.2538 len=2377	0.00043	0.06238	0.00002	0.00227	463	18
k127_4695793 flag=0 multi=153.5125 len=1444	0.00043	0.05970	0.00001	0.00143	463	12
k127_597273 flag=1 multi=48.0000 len=8181	0.00043	0.06022	0.00001	0.00092	463	9
k127_381007 flag=0 multi=79.9979 len=5268	0.00043	0.05903	0.00001	0.00048	463	9
k127_2002737 flag=0 multi=82.3056 len=1184	0.00043	0.05855	0.00001	0.00101	463	9
k127_2714019 flag=1 multi=37.4513 len=7293	0.00043	0.05858	0.00000	0.00026	463	2
k127_5262658 flag=0 multi=132.0000 len=3366	0.00043	0.05903	0.00000	0.00000	463	0
k127_2631053 flag=0 multi=154.0000 len=3192	0.00043	0.05512	0.00000	0.00000	463	0
k127_1701090 flag=1 multi=32.9126 len=8673	0.00043	0.06403	0.00000	0.00000	463	0
k127_3585883 flag=1 multi=62.4724 len=7026	0.00042	0.06081	0.00004	0.00360	462	39
k127_4634040 flag=1 multi=31.0000 len=13264	0.00042	0.05823	0.00001	0.00074	462	8
k127_3179189 flag=0 multi=54.0000 len=9820	0.00042	0.05986	0.00001	0.00046	462	7
k127_5355343 flag=1 multi=24.0000 len=3942	0.00042	0.06091	0.00000	0.00046	462	5
k127_2332957 flag=0 multi=67.0000 len=2080	0.00042	0.06124	0.00000	0.00028	462	4
k127_3646063 flag=0 multi=59.0498 len=1031	0.00042	0.06111	0.00000	0.00034	462	3
k127_1019172 flag=0 multi=143.5940 len=1457	0.00042	0.06308	0.00000	0.00029	462	2
k127_610604 flag=0 multi=136.3167 len=1955	0.00042	0.05950	0.00000	0.00014	462	1
k127_2582197 flag=1 multi=30.0060 len=5119	0.00042	0.06210	0.00000	0.00015	462	1
k127_2316240 flag=0 multi=85.6874 len=1298	0.00042	0.05986	0.00000	0.00000	462	0
k127_4655313 flag=1 multi=38.0000 len=5071	0.00042	0.06032	0.00001	0.00182	461	14
k127_2799457 flag=1 multi=34.2623 len=5575	0.00042	0.05860	0.00001	0.00112	461	12
k127_1814233 flag=1 multi=28.0000 len=11281	0.00042	0.06342	0.00001	0.00114	461	8
k127_4054637 flag=1 multi=62.0000 len=2218	0.00042	0.06192	0.00000	0.00063	461	5
k127_4837317 flag=1 multi=46.0000 len=10475	0.00042	0.05760	0.00000	0.00046	461	4
k127_657681 flag=0 multi=38.0009 len=16863	0.00042	0.06468	0.00000	0.00044	461	3
k127_596600 flag=1 multi=29.1543 len=9793	0.00042	0.05789	0.00000	0.00010	461	2
k127_3950803 flag=1 multi=70.7141 len=3810	0.00042	0.05944	0.00000	0.00023	461	2
k127_1122199 flag=0 multi=149.4647 len=1104	0.00042	0.06077	0.00000	0.00019	461	2
k127_3283730 flag=0 multi=177.3909 len=3033	0.00042	0.05657	0.00000	0.00005	461	1
k127_4569635 flag=1 multi=39.0000 len=2853	0.00042	0.05823	0.00008	0.00997	460	91
k127_3498067 flag=1 multi=80.0000 len=4322	0.00042	0.05736	0.00003	0.00296	460	37
k127_3144461 flag=0 multi=62.6393 len=33154	0.00042	0.06326	0.00003	0.00414	460	32
k127_1530384 flag=1 multi=115.4716 len=1696	0.00042	0.06076	0.00003	0.00352	460	29
k127_2066796 flag=1 multi=55.0000 len=5594	0.00042	0.05874	0.00002	0.00261	460	24
k127_5888232 flag=1 multi=66.8131 len=4171	0.00042	0.05736	0.00002	0.00243	460	22
k127_1516129 flag=0 multi=168.4244 len=1788	0.00042	0.06222	0.00001	0.00172	460	16
k127_615431 flag=0 multi=80.7646 len=6054	0.00042	0.06404	0.00001	0.00086	460	6
k127_1467861 flag=1 multi=42.0000 len=11502	0.00042	0.06028	0.00000	0.00029	460	4
k127_5587234 flag=1 multi=23.0246 len=6192	0.00042	0.05928	0.00000	0.00033	460	3
k127_4849377 flag=1 multi=116.2257 len=5417	0.00042	0.05825	0.00000	0.00017	460	2
k127_2475065 flag=0 multi=79.6220 len=8937	0.00042	0.06356	0.00000	0.00029	460	2
k127_191122 flag=0 multi=131.9969 len=1723	0.00042	0.06211	0.00000	0.00027	460	2
k127_2685381 flag=0 multi=100.9682 len=3274	0.00042	0.05802	0.00000	0.00014	460	1
k127_1679563 flag=0 multi=52.0000 len=3088	0.00042	0.06215	0.00000	0.00015	460	1
k127_3432351 flag=1 multi=54.5390 len=3715	0.00042	0.05902	0.00000	0.00000	460	0
k127_1504804 flag=1 multi=112.0000 len=3198	0.00042	0.05816	0.00000	0.00000	460	0
k127_5119700 flag=1 multi=23.0000 len=6022	0.00042	0.05933	0.00002	0.00332	459	25
k127_243889 flag=1 multi=90.5390 len=1717	0.00042	0.06152	0.00002	0.00313	459	25
k127_2566765 flag=0 multi=74.5413 len=6044	0.00042	0.05933	0.00001	0.00118	459	10
k127_2637994 flag=0 multi=149.4199 len=2130	0.00042	0.05956	0.00001	0.00087	459	7
k127_1199928 flag=0 multi=95.1696 len=1955	0.00042	0.06164	0.00000	0.00036	459	3
k127_5746621 flag=1 multi=70.8673 len=2033	0.00042	0.05653	0.00000	0.00000	459	0
k127_4336253 flag=0 multi=50.1626 len=3780	0.00042	0.05825	0.00000	0.00000	459	0
k127_1812221 flag=0 multi=43.9904 len=8804	0.00042	0.05914	0.00000	0.00000	459	0
k127_2634496 flag=1 multi=17.0000 len=4502	0.00042	0.06005	0.00008	0.01123	458	88
k127_2252367 flag=0 multi=62.0000 len=5491	0.00042	0.05757	0.00007	0.00905	458	72
k127_4274909 flag=1 multi=74.1277 len=1991	0.00042	0.05771	0.00005	0.00644	458	52
k127_3831613 flag=1 multi=50.0000 len=1625	0.00042	0.05889	0.00005	0.00613	458	51
k127_4519108 flag=1 multi=31.0000 len=9534	0.00042	0.05791	0.00001	0.00148	458	13
k127_1299985 flag=1 multi=595.9414 len=3402	0.00042	0.05996	0.00001	0.00095	458	7
k127_3254623 flag=1 multi=69.0000 len=5845	0.00042	0.05897	0.00001	0.00056	458	6
k127_5945793 flag=0 multi=193.4992 len=3771	0.00042	0.05909	0.00000	0.00031	458	5
k127_5224420 flag=1 multi=105.0000 len=4795	0.00042	0.05569	0.00000	0.00043	458	4
k127_5193299 flag=0 multi=31.0000 len=6622	0.00042	0.06137	0.00000	0.00000	458	0
k127_4261791 flag=0 multi=90.0000 len=5953	0.00042	0.06127	0.00000	0.00000	458	0
k127_210151 flag=0 multi=92.5160 len=4916	0.00042	0.05707	0.00000	0.00000	458	0
k127_2321850 flag=0 multi=53.0139 len=11256	0.00042	0.06138	0.00006	0.00828	457	61
k127_3753324 flag=1 multi=87.0000 len=3650	0.00042	0.05926	0.00004	0.00459	457	43
k127_1650215 flag=0 multi=97.8416 len=4055	0.00042	0.05646	0.00002	0.00187	457	18
k127_1164166 flag=1 multi=49.0000 len=4948	0.00042	0.05884	0.00001	0.00141	457	13
k127_1301877 flag=1 multi=46.0153 len=6463	0.00042	0.06161	0.00001	0.00077	457	8
k127_1959583 flag=0 multi=25.7878 len=6361	0.00042	0.06098	0.00001	0.00059	457	6
k127_2017052 flag=0 multi=109.0000 len=2517	0.00042	0.06145	0.00000	0.00068	457	5
k127_5327375 flag=0 multi=80.7158 len=1675	0.00042	0.06206	0.00000	0.00057	457	4
k127_1547405 flag=0 multi=135.4565 len=6168	0.00042	0.06378	0.00000	0.00027	457	2
k127_879110 flag=1 multi=40.8336 len=9742	0.00042	0.05857	0.00000	0.00008	457	1
k127_4792365 flag=0 multi=51.0000 len=1250	0.00042	0.06119	0.00000	0.00015	457	1
k127_5004910 flag=0 multi=30.9537 len=4206	0.00042	0.06027	0.00000	0.00000	457	0
k127_2782192 flag=1 multi=46.0000 len=8638	0.00042	0.05550	0.00005	0.00552	456	59
k127_658601 flag=0 multi=114.1360 len=1487	0.00042	0.06026	0.00002	0.00227	456	18
k127_4570132 flag=1 multi=74.0000 len=3392	0.00042	0.06009	0.00001	0.00110	456	9
k127_2086082 flag=0 multi=24.0000 len=6736	0.00042	0.06084	0.00001	0.00114	456	9
