#name	%unambiguousReads	unambiguousMB	%ambiguousReads	ambiguousMB	unambiguousReads	ambiguousReads
k127_1751091 flag=1 multi=29.0000 len=2999	0.00024	0.04169	0.00000	0.00005	311	1
k127_1161563 flag=0 multi=50.9736 len=19092	0.00024	0.03976	0.00004	0.00608	310	49
k127_3407490 flag=1 multi=53.9543 len=4000	0.00024	0.03944	0.00002	0.00355	310	29
k127_4905910 flag=1 multi=141.7471 len=2187	0.00024	0.03997	0.00000	0.00056	310	5
k127_5285151 flag=0 multi=78.7044 len=1152	0.00024	0.04127	0.00000	0.00042	310	3
k127_1664083 flag=1 multi=14.0000 len=3350	0.00024	0.04021	0.00001	0.00175	309	17
k127_2556855 flag=0 multi=58.2418 len=12218	0.00024	0.03844	0.00001	0.00188	309	16
k127_3584758 flag=1 multi=22.0000 len=2010	0.00024	0.04054	0.00001	0.00067	309	7
k127_4644057 flag=1 multi=45.0000 len=3063	0.00024	0.03980	0.00000	0.00021	309	2
k127_534102 flag=1 multi=25.0000 len=3603	0.00024	0.03819	0.00000	0.00004	309	1
k127_1371074 flag=1 multi=14.4721 len=3976	0.00024	0.04097	0.00000	0.00005	309	1
k127_2237726 flag=1 multi=55.0000 len=11454	0.00024	0.03886	0.00005	0.00762	308	62
k127_243512 flag=1 multi=35.0000 len=11437	0.00024	0.04004	0.00002	0.00383	308	30
k127_216640 flag=0 multi=52.0944 len=33338	0.00024	0.03794	0.00002	0.00315	308	28
k127_4890453 flag=0 multi=66.0045 len=3020	0.00024	0.03899	0.00002	0.00266	308	25
k127_3855641 flag=0 multi=86.1731 len=26375	0.00024	0.03704	0.00001	0.00137	308	14
k127_3510643 flag=0 multi=140.0000 len=1076	0.00024	0.04141	0.00001	0.00097	308	7
k127_4385977 flag=1 multi=12.0000 len=4733	0.00024	0.03755	0.00000	0.00031	308	4
k127_4375618 flag=1 multi=28.0000 len=1904	0.00024	0.04002	0.00000	0.00040	308	3
k127_950208 flag=1 multi=9.0000 len=3683	0.00024	0.04045	0.00000	0.00005	308	1
k127_2034000 flag=1 multi=17.0000 len=2916	0.00024	0.04163	0.00000	0.00000	308	0
k127_3057187 flag=1 multi=88.0953 len=2562	0.00024	0.03916	0.00006	0.00875	307	74
k127_343958 flag=0 multi=28.0000 len=16378	0.00024	0.03829	0.00001	0.00156	307	12
k127_1186983 flag=1 multi=42.3290 len=7707	0.00024	0.03906	0.00001	0.00083	307	8
k127_1109528 flag=0 multi=154.3442 len=1382	0.00024	0.03834	0.00000	0.00031	307	5
k127_3364509 flag=1 multi=19.0000 len=3108	0.00024	0.04089	0.00000	0.00036	307	4
k127_5340488 flag=1 multi=13.0000 len=4418	0.00024	0.04060	0.00000	0.00038	307	3
k127_3892634 flag=1 multi=35.0000 len=4021	0.00024	0.04048	0.00000	0.00007	307	1
k127_1764844 flag=0 multi=30.7240 len=1522	0.00024	0.04091	0.00000	0.00010	307	1
k127_5277635 flag=1 multi=12.0000 len=3213	0.00024	0.03921	0.00000	0.00000	307	0
k127_3155697 flag=1 multi=21.0000 len=3690	0.00024	0.04059	0.00000	0.00000	307	0
k127_30465 flag=0 multi=124.6275 len=5365	0.00024	0.03882	0.00000	0.00000	307	0
k127_2764494 flag=1 multi=383.0000 len=10422	0.00024	0.04036	0.00004	0.00584	306	47
k127_3281264 flag=1 multi=50.0000 len=3915	0.00024	0.04064	0.00003	0.00409	306	33
k127_1449475 flag=0 multi=59.9799 len=7607	0.00024	0.03904	0.00001	0.00186	306	17
k127_746646 flag=0 multi=61.1038 len=12410	0.00024	0.03817	0.00001	0.00172	306	16
k127_4924197 flag=0 multi=105.6759 len=10761	0.00024	0.03839	0.00001	0.00136	306	12
k127_4621983 flag=1 multi=14.0000 len=2985	0.00024	0.04032	0.00000	0.00041	306	3
k127_5386235 flag=1 multi=84.0000 len=1135	0.00024	0.04211	0.00000	0.00000	306	0
k127_4885531 flag=1 multi=56.0000 len=3196	0.00024	0.04160	0.00000	0.00000	306	0
k127_2576220 flag=1 multi=15.0000 len=2885	0.00024	0.04178	0.00000	0.00000	306	0
k127_4956526 flag=1 multi=142.3891 len=3088	0.00024	0.04041	0.00016	0.02619	305	201
k127_197848 flag=0 multi=114.3946 len=15660	0.00024	0.03705	0.00004	0.00522	305	49
k127_1314663 flag=1 multi=52.9590 len=19000	0.00024	0.03656	0.00001	0.00112	305	12
k127_2850766 flag=0 multi=39.9831 len=1013	0.00024	0.04064	0.00001	0.00114	305	10
k127_4407013 flag=0 multi=67.0535 len=1828	0.00024	0.04115	0.00000	0.00074	305	6
k127_5458944 flag=1 multi=9.0000 len=4436	0.00024	0.03832	0.00000	0.00000	305	0
k127_1429845 flag=1 multi=25.0000 len=2295	0.00024	0.03963	0.00000	0.00000	305	0
k127_5257883 flag=1 multi=102.6299 len=7050	0.00024	0.04059	0.00008	0.01379	304	102
k127_2264883 flag=1 multi=113.0000 len=10854	0.00024	0.03884	0.00002	0.00358	304	28
k127_4426715 flag=1 multi=53.0000 len=9338	0.00024	0.03891	0.00001	0.00195	304	16
k127_2952418 flag=1 multi=36.6485 len=14766	0.00024	0.03791	0.00001	0.00058	304	10
k127_408812 flag=1 multi=14.0000 len=2780	0.00024	0.03901	0.00001	0.00105	304	8
k127_5487548 flag=1 multi=67.0000 len=1730	0.00024	0.03947	0.00000	0.00000	304	0
k127_3963492 flag=1 multi=9.0000 len=3649	0.00024	0.04036	0.00000	0.00000	304	0
k127_1614316 flag=1 multi=28.0000 len=3768	0.00024	0.04041	0.00000	0.00000	304	0
k127_1724987 flag=0 multi=33.0152 len=2889	0.00024	0.04207	0.00004	0.00604	303	46
k127_2375572 flag=1 multi=34.0000 len=13180	0.00024	0.03906	0.00003	0.00370	303	32
k127_4965499 flag=1 multi=135.1634 len=4104	0.00024	0.03929	0.00001	0.00177	303	13
k127_4480252 flag=1 multi=50.6100 len=10859	0.00024	0.03586	0.00001	0.00110	303	11
k127_2206374 flag=1 multi=42.0000 len=3550	0.00024	0.04035	0.00000	0.00042	303	3
k127_2909632 flag=0 multi=134.0000 len=2740	0.00024	0.03963	0.00000	0.00013	303	1
k127_5143034 flag=1 multi=12.0000 len=3130	0.00024	0.03994	0.00000	0.00000	303	0
k127_4284059 flag=1 multi=44.0000 len=3595	0.00024	0.03926	0.00000	0.00000	303	0
k127_1728968 flag=1 multi=16.0000 len=3094	0.00024	0.04079	0.00000	0.00000	303	0
k127_1235932 flag=1 multi=10.0000 len=3457	0.00024	0.03981	0.00000	0.00000	303	0
k127_2954771 flag=1 multi=21.0000 len=15462	0.00024	0.03854	0.00003	0.00503	302	40
k127_243708 flag=1 multi=36.0257 len=1529	0.00024	0.04110	0.00003	0.00445	302	36
k127_887562 flag=1 multi=29.0000 len=12067	0.00024	0.03903	0.00001	0.00186	302	15
k127_4228823 flag=1 multi=46.0000 len=4489	0.00024	0.03933	0.00001	0.00110	302	9
k127_4119282 flag=1 multi=7.0000 len=3101	0.00024	0.04003	0.00000	0.00043	302	3
k127_3808028 flag=1 multi=9.0000 len=2994	0.00024	0.03861	0.00000	0.00027	302	2
k127_2484737 flag=1 multi=15.0000 len=3054	0.00024	0.03855	0.00000	0.00027	302	2
k127_5297862 flag=1 multi=15.0000 len=1973	0.00024	0.03857	0.00000	0.00015	302	1
k127_1342548 flag=0 multi=163.0289 len=1337	0.00024	0.03741	0.00000	0.00000	302	0
k127_1241372 flag=0 multi=114.6447 len=2826	0.00024	0.03814	0.00007	0.01032	301	90
k127_4051258 flag=0 multi=49.9986 len=35608	0.00024	0.03782	0.00005	0.00678	301	59
k127_239061 flag=0 multi=111.4313 len=6558	0.00024	0.03965	0.00003	0.00491	301	37
k127_562292 flag=1 multi=43.2975 len=2399	0.00024	0.03846	0.00002	0.00322	301	28
k127_5434814 flag=1 multi=10.0000 len=3531	0.00024	0.03972	0.00001	0.00190	301	15
k127_3844831 flag=0 multi=119.6020 len=2921	0.00024	0.04051	0.00001	0.00106	301	13
k127_4082409 flag=1 multi=36.0000 len=17301	0.00024	0.03852	0.00001	0.00063	301	8
k127_5871127 flag=0 multi=26.1811 len=4964	0.00024	0.03881	0.00000	0.00063	301	6
k127_2007326 flag=1 multi=37.0000 len=3228	0.00024	0.03971	0.00000	0.00000	301	0
k127_1709139 flag=1 multi=35.0000 len=2805	0.00024	0.03976	0.00000	0.00000	301	0
k127_1338607 flag=1 multi=15.0000 len=3767	0.00024	0.03945	0.00000	0.00000	301	0
k127_3535066 flag=1 multi=74.0000 len=12935	0.00024	0.03750	0.00008	0.01117	300	97
k127_2426556 flag=1 multi=43.0000 len=16775	0.00024	0.03890	0.00001	0.00169	300	13
k127_2387688 flag=1 multi=116.0000 len=2300	0.00024	0.03907	0.00001	0.00061	300	7
k127_62711 flag=1 multi=83.7203 len=3331	0.00024	0.04051	0.00000	0.00046	300	5
k127_5928932 flag=1 multi=15.0000 len=10722	0.00024	0.03990	0.00000	0.00053	300	5
k127_1104842 flag=0 multi=91.2672 len=1059	0.00024	0.03924	0.00000	0.00071	300	5
k127_4166312 flag=0 multi=78.0000 len=1031	0.00024	0.03998	0.00000	0.00055	300	4
k127_4360846 flag=1 multi=29.0000 len=3094	0.00024	0.04033	0.00000	0.00006	300	1
k127_5861967 flag=0 multi=11.0146 len=2863	0.00024	0.03941	0.00000	0.00000	300	0
k127_693840 flag=0 multi=107.9309 len=11421	0.00023	0.03638	0.00003	0.00431	299	34
k127_1944894 flag=1 multi=25.9301 len=21594	0.00023	0.03728	0.00002	0.00327	299	26
k127_2400836 flag=1 multi=47.0000 len=10439	0.00023	0.03763	0.00001	0.00168	299	15
k127_5771103 flag=0 multi=72.9301 len=1329	0.00023	0.03939	0.00001	0.00129	299	11
k127_5147479 flag=1 multi=29.0000 len=2944	0.00023	0.04061	0.00000	0.00005	299	1
k127_4788991 flag=1 multi=82.0000 len=1196	0.00023	0.03922	0.00000	0.00015	299	1
k127_2894118 flag=1 multi=8.0000 len=4128	0.00023	0.03949	0.00000	0.00015	299	1
k127_2158572 flag=1 multi=10.0000 len=3499	0.00023	0.03919	0.00000	0.00014	299	1
k127_4827452 flag=1 multi=17.0000 len=1411	0.00023	0.04074	0.00000	0.00000	299	0
k127_4313407 flag=0 multi=55.2055 len=4901	0.00023	0.03868	0.00000	0.00000	299	0
k127_1998630 flag=0 multi=143.8474 len=1922	0.00023	0.03724	0.00000	0.00000	299	0
k127_386841 flag=0 multi=250.1407 len=1968	0.00023	0.03831	0.00005	0.00772	298	61
k127_3246529 flag=0 multi=47.0345 len=1055	0.00023	0.04118	0.00004	0.00636	298	47
k127_2367076 flag=1 multi=23.0000 len=11785	0.00023	0.03823	0.00003	0.00549	298	44
k127_4257799 flag=1 multi=112.9971 len=7998	0.00023	0.03949	0.00002	0.00310	298	26
k127_1898499 flag=0 multi=76.5863 len=2491	0.00023	0.03840	0.00002	0.00299	298	23
k127_1807838 flag=1 multi=148.0705 len=1843	0.00023	0.03929	0.00001	0.00132	298	11
k127_484425 flag=1 multi=56.8399 len=21492	0.00023	0.03716	0.00001	0.00091	298	9
k127_5078727 flag=1 multi=8.0000 len=3837	0.00023	0.03915	0.00000	0.00084	298	6
k127_5209664 flag=0 multi=97.2879 len=14197	0.00023	0.03865	0.00000	0.00018	298	2
k127_3959 flag=1 multi=20.0000 len=1951	0.00023	0.03865	0.00000	0.00016	298	2
k127_3198 flag=0 multi=66.3236 len=1632	0.00023	0.03757	0.00000	0.00009	298	2
k127_1230888 flag=1 multi=44.0000 len=3450	0.00023	0.04083	0.00000	0.00000	298	0
k127_4521156 flag=1 multi=56.3612 len=17715	0.00023	0.03787	0.00004	0.00588	297	48
k127_3650598 flag=0 multi=67.7013 len=18878	0.00023	0.04068	0.00003	0.00490	297	37
k127_728601 flag=1 multi=59.9688 len=37997	0.00023	0.04062	0.00001	0.00128	297	10
k127_1136238 flag=1 multi=9.0000 len=2880	0.00023	0.03841	0.00000	0.00054	297	6
k127_3826032 flag=0 multi=58.0000 len=5324	0.00023	0.03756	0.00000	0.00044	297	4
k127_680336 flag=0 multi=86.0227 len=1755	0.00023	0.03884	0.00000	0.00000	297	0
k127_4969397 flag=0 multi=49.1058 len=2037	0.00023	0.03839	0.00000	0.00000	297	0
k127_491673 flag=0 multi=81.9377 len=2761	0.00023	0.03832	0.00000	0.00000	297	0
k127_2896869 flag=1 multi=28.0277 len=2007	0.00023	0.03895	0.00000	0.00000	297	0
k127_2171113 flag=1 multi=118.9847 len=9213	0.00023	0.03895	0.00005	0.00784	296	69
k127_316418 flag=0 multi=51.1761 len=7031	0.00023	0.03822	0.00004	0.00557	296	45
k127_534111 flag=1 multi=94.6451 len=3629	0.00023	0.03793	0.00001	0.00207	296	19
k127_2348616 flag=1 multi=45.0000 len=7782	0.00023	0.04044	0.00001	0.00264	296	19
k127_595386 flag=1 multi=54.0000 len=1772	0.00023	0.03779	0.00001	0.00063	296	7
k127_3429798 flag=1 multi=58.0000 len=3195	0.00023	0.03885	0.00001	0.00082	296	7
k127_2297291 flag=0 multi=24.0000 len=1995	0.00023	0.03982	0.00001	0.00070	296	7
k127_4662191 flag=0 multi=72.9515 len=17870	0.00023	0.03663	0.00000	0.00035	296	4
k127_2518486 flag=1 multi=14.0000 len=3399	0.00023	0.03910	0.00000	0.00018	296	3
k127_2732757 flag=1 multi=26.2627 len=1882	0.00023	0.03942	0.00000	0.00000	296	0
k127_2038785 flag=1 multi=17.0000 len=3257	0.00023	0.04009	0.00000	0.00000	296	0
k127_1946131 flag=1 multi=48.0000 len=3279	0.00023	0.03960	0.00000	0.00000	296	0
k127_1891249 flag=1 multi=16.0000 len=3195	0.00023	0.03946	0.00000	0.00000	296	0
k127_1490551 flag=0 multi=31.9987 len=10825	0.00023	0.03637	0.00002	0.00277	295	24
k127_3255149 flag=0 multi=142.8988 len=1214	0.00023	0.03805	0.00001	0.00183	295	15
k127_37768 flag=1 multi=13.0000 len=2951	0.00023	0.03903	0.00001	0.00057	295	9
k127_1750501 flag=1 multi=41.0000 len=13180	0.00023	0.03775	0.00001	0.00100	295	9
k127_5438962 flag=0 multi=23.6539 len=3181	0.00023	0.03796	0.00000	0.00035	295	4
k127_1972980 flag=0 multi=318.0000 len=1030	0.00023	0.03742	0.00000	0.00025	295	3
k127_110421 flag=1 multi=15.0000 len=3119	0.00023	0.03690	0.00000	0.00005	295	1
k127_5851417 flag=0 multi=72.0000 len=3131	0.00023	0.03833	0.00000	0.00000	295	0
k127_268438 flag=1 multi=14.0000 len=3524	0.00023	0.03887	0.00000	0.00000	295	0
k127_3292153 flag=1 multi=76.1082 len=24350	0.00023	0.03571	0.00002	0.00286	294	29
k127_1430091 flag=1 multi=79.8724 len=2775	0.00023	0.03771	0.00001	0.00083	294	7
k127_945884 flag=1 multi=70.0000 len=1636	0.00023	0.03768	0.00000	0.00024	294	2
k127_1853041 flag=1 multi=13.0000 len=3204	0.00023	0.03901	0.00000	0.00020	294	2
k127_3325843 flag=1 multi=20.0000 len=3779	0.00023	0.03858	0.00000	0.00000	294	0
k127_4145277 flag=0 multi=43.1066 len=27840	0.00023	0.04067	0.00001	0.00177	293	13
k127_1489210 flag=1 multi=33.0000 len=3154	0.00023	0.03785	0.00000	0.00028	293	3
k127_1369796 flag=0 multi=85.3584 len=1003	0.00023	0.03927	0.00000	0.00024	293	3
k127_2855671 flag=1 multi=17.0000 len=2130	0.00023	0.03935	0.00000	0.00006	293	1
k127_3391395 flag=1 multi=45.0000 len=7256	0.00023	0.03762	0.00002	0.00313	292	28
k127_2059234 flag=1 multi=52.0000 len=21913	0.00023	0.03617	0.00002	0.00244	292	23
k127_3550656 flag=0 multi=114.0000 len=2225	0.00023	0.03761	0.00001	0.00084	292	8
k127_3965762 flag=1 multi=33.0000 len=6386	0.00023	0.03654	0.00001	0.00100	292	7
k127_5485574 flag=1 multi=71.6024 len=11683	0.00023	0.03724	0.00000	0.00004	292	1
k127_3135433 flag=0 multi=99.4645 len=2097	0.00023	0.03601	0.00000	0.00012	292	1
k127_5813956 flag=1 multi=14.7398 len=2771	0.00023	0.03938	0.00000	0.00000	292	0
k127_3008639 flag=1 multi=9.0000 len=3695	0.00023	0.03784	0.00000	0.00000	292	0
k127_2796888 flag=0 multi=46.7755 len=7636	0.00023	0.03767	0.00003	0.00521	291	39
k127_5137136 flag=1 multi=20.0000 len=10616	0.00023	0.03636	0.00003	0.00348	291	36
k127_448827 flag=0 multi=172.1346 len=1791	0.00023	0.03601	0.00001	0.00087	291	9
k127_2352050 flag=1 multi=22.0000 len=3011	0.00023	0.03778	0.00000	0.00059	291	5
k127_5340187 flag=1 multi=35.0000 len=1668	0.00023	0.03799	0.00000	0.00029	291	3
k127_5821920 flag=1 multi=40.6736 len=8339	0.00023	0.03780	0.00000	0.00000	291	0
k127_5811129 flag=1 multi=15.0000 len=3035	0.00023	0.03847	0.00000	0.00000	291	0
k127_5305616 flag=1 multi=31.0000 len=4326	0.00023	0.03853	0.00000	0.00000	291	0
k127_1106864 flag=1 multi=15.0000 len=2964	0.00023	0.03779	0.00000	0.00000	291	0
k127_3947321 flag=1 multi=140.3388 len=16008	0.00023	0.03571	0.00002	0.00245	290	22
k127_1758577 flag=0 multi=54.6495 len=31629	0.00023	0.03565	0.00001	0.00170	290	16
k127_3581850 flag=1 multi=70.0000 len=2377	0.00023	0.03707	0.00001	0.00137	290	11
k127_619192 flag=1 multi=24.0000 len=3214	0.00023	0.03751	0.00000	0.00039	290	6
k127_4506445 flag=1 multi=34.0000 len=4992	0.00023	0.03637	0.00000	0.00081	290	6
k127_5541959 flag=0 multi=36.0992 len=2053	0.00023	0.03923	0.00000	0.00000	290	0
k127_3534711 flag=1 multi=20.0000 len=3184	0.00023	0.03725	0.00000	0.00000	290	0
k127_2050528 flag=1 multi=11.0000 len=3228	0.00023	0.03905	0.00000	0.00000	290	0
k127_2295155 flag=1 multi=32.8329 len=12002	0.00023	0.03650	0.00006	0.00834	289	71
k127_1359219 flag=0 multi=80.1728 len=20670	0.00023	0.03499	0.00003	0.00339	289	34
k127_706649 flag=1 multi=41.0000 len=5362	0.00023	0.03747	0.00001	0.00247	289	19
k127_2605837 flag=0 multi=111.8559 len=2264	0.00023	0.03708	0.00001	0.00178	289	15
k127_3449090 flag=0 multi=83.7542 len=2470	0.00023	0.03590	0.00001	0.00128	289	10
k127_2228376 flag=0 multi=17.0423 len=2253	0.00023	0.03888	0.00000	0.00084	289	6
k127_2664915 flag=1 multi=28.0000 len=3401	0.00023	0.03742	0.00000	0.00015	289	2
k127_3577555 flag=0 multi=122.2986 len=1517	0.00023	0.03799	0.00000	0.00000	289	0
k127_3247605 flag=1 multi=8.0000 len=3828	0.00023	0.03804	0.00000	0.00000	289	0
k127_2735788 flag=1 multi=13.0000 len=3227	0.00023	0.03855	0.00000	0.00000	289	0
k127_2287372 flag=1 multi=22.0000 len=3737	0.00023	0.03789	0.00000	0.00000	289	0
k127_65665 flag=0 multi=82.0964 len=15500	0.00023	0.03636	0.00003	0.00440	288	40
k127_1658548 flag=0 multi=41.6789 len=27057	0.00023	0.03899	0.00003	0.00513	288	38
k127_5888931 flag=0 multi=88.2007 len=2549	0.00023	0.03725	0.00003	0.00435	288	33
k127_2338761 flag=0 multi=56.2008 len=27004	0.00023	0.03927	0.00002	0.00341	288	26
k127_1148909 flag=0 multi=54.0002 len=53447	0.00023	0.03613	0.00002	0.00269	288	22
k127_2646219 flag=1 multi=44.0000 len=15103	0.00023	0.03795	0.00001	0.00170	288	17
k127_5460999 flag=1 multi=23.8587 len=4077	0.00023	0.03637	0.00001	0.00079	288	8
k127_1153600 flag=1 multi=91.4188 len=10749	0.00023	0.03822	0.00000	0.00034	288	3
k127_3559951 flag=0 multi=43.5375 len=1381	0.00023	0.03694	0.00000	0.00021	288	2
k127_3456577 flag=0 multi=139.8508 len=1917	0.00023	0.03764	0.00000	0.00021	288	2
k127_4027934 flag=1 multi=13.0000 len=3210	0.00023	0.03822	0.00000	0.00000	288	0
k127_3635951 flag=1 multi=109.0000 len=1277	0.00023	0.03902	0.00000	0.00000	288	0
k127_274410 flag=1 multi=11.0000 len=3049	0.00023	0.03894	0.00000	0.00000	288	0
k127_1690807 flag=1 multi=21.0000 len=3019	0.00023	0.03834	0.00000	0.00000	288	0
k127_1468753 flag=1 multi=46.0000 len=4187	0.00023	0.03634	0.00000	0.00000	288	0
k127_868257 flag=0 multi=113.9812 len=1829	0.00023	0.03817	0.00004	0.00642	287	49
k127_331419 flag=0 multi=130.0000 len=1246	0.00023	0.03730	0.00001	0.00169	287	14
k127_5897440 flag=0 multi=202.8920 len=1025	0.00023	0.03557	0.00001	0.00106	287	9
k127_3048916 flag=0 multi=180.5959 len=1723	0.00023	0.03634	0.00000	0.00000	287	0
k127_3405299 flag=1 multi=41.4055 len=12756	0.00022	0.03467	0.00003	0.00461	286	39
k127_3559808 flag=1 multi=145.0664 len=3139	0.00022	0.03639	0.00002	0.00255	286	21
k127_2329326 flag=0 multi=37.0379 len=13449	0.00022	0.03742	0.00001	0.00156	286	12
k127_1418735 flag=1 multi=56.2200 len=2945	0.00022	0.03784	0.00001	0.00162	286	12
k127_5666537 flag=1 multi=25.0000 len=3446	0.00022	0.03783	0.00000	0.00000	286	0
k127_4996096 flag=1 multi=13.0000 len=3107	0.00022	0.03664	0.00000	0.00000	286	0
k127_4151405 flag=1 multi=44.0000 len=1293	0.00022	0.03808	0.00000	0.00000	286	0
k127_2759865 flag=1 multi=85.0000 len=1395	0.00022	0.03771	0.00000	0.00000	286	0
k127_2308840 flag=1 multi=15.0000 len=3363	0.00022	0.03639	0.00000	0.00000	286	0
k127_1041259 flag=0 multi=122.1227 len=4691	0.00022	0.03398	0.00000	0.00000	286	0
k127_502838 flag=0 multi=102.0000 len=3897	0.00022	0.03725	0.00007	0.01043	285	83
k127_5255275 flag=0 multi=52.4099 len=15215	0.00022	0.03639	0.00003	0.00499	285	43
k127_3288645 flag=1 multi=75.0912 len=3338	0.00022	0.03535	0.00000	0.00029	285	3
k127_3086506 flag=1 multi=10.0000 len=2952	0.00022	0.03782	0.00000	0.00031	285	3
k127_531984 flag=1 multi=81.2513 len=5272	0.00022	0.03754	0.00000	0.00011	285	2
k127_1880928 flag=1 multi=74.4308 len=17048	0.00022	0.03591	0.00004	0.00554	284	48
k127_652419 flag=0 multi=145.2601 len=11515	0.00022	0.03664	0.00004	0.00516	284	47
k127_409989 flag=1 multi=55.9904 len=63349	0.00022	0.03739	0.00003	0.00555	284	43
k127_4028345 flag=1 multi=33.3570 len=18548	0.00022	0.03594	0.00003	0.00558	284	42
k127_4112699 flag=1 multi=39.2797 len=16034	0.00022	0.03611	0.00003	0.00419	284	36
k127_1285398 flag=0 multi=19.4737 len=1744	0.00022	0.03765	0.00002	0.00263	284	30
k127_3600204 flag=1 multi=16.0000 len=4263	0.00022	0.03428	0.00001	0.00107	284	10
k127_2254465 flag=1 multi=51.7277 len=22572	0.00022	0.03550	0.00001	0.00128	284	10
k127_2297206 flag=1 multi=8.0000 len=3013	0.00022	0.03782	0.00001	0.00066	284	8
k127_1724593 flag=1 multi=24.9600 len=1927	0.00022	0.03755	0.00000	0.00077	284	6
k127_1505876 flag=1 multi=16.0000 len=1760	0.00022	0.03636	0.00000	0.00069	284	6
k127_3802679 flag=1 multi=24.0000 len=3663	0.00022	0.03774	0.00000	0.00000	284	0
k127_2848086 flag=1 multi=26.0000 len=3205	0.00022	0.03744	0.00000	0.00000	284	0
k127_2607229 flag=0 multi=16.0000 len=3456	0.00022	0.03800	0.00000	0.00000	284	0
k127_4713320 flag=0 multi=52.0692 len=2728	0.00022	0.03744	0.00007	0.01054	283	83
k127_740742 flag=1 multi=42.6028 len=1562	0.00022	0.03607	0.00003	0.00467	283	38
k127_1487304 flag=1 multi=24.0000 len=11013	0.00022	0.03703	0.00003	0.00432	283	33
k127_5715151 flag=1 multi=77.3008 len=5443	0.00022	0.03494	0.00002	0.00284	283	30
k127_3567930 flag=1 multi=31.0000 len=10010	0.00022	0.03691	0.00002	0.00253	283	21
k127_3886291 flag=1 multi=46.0000 len=2549	0.00022	0.03597	0.00001	0.00108	283	9
k127_1585328 flag=1 multi=30.0000 len=3242	0.00022	0.03634	0.00000	0.00047	283	4
k127_5129401 flag=1 multi=33.9415 len=2965	0.00022	0.03784	0.00000	0.00005	283	1
k127_4808071 flag=0 multi=126.3645 len=1367	0.00022	0.03662	0.00000	0.00000	283	0
k127_460321 flag=1 multi=27.0000 len=3075	0.00022	0.03858	0.00000	0.00000	283	0
k127_233489 flag=1 multi=64.0000 len=1709	0.00022	0.03500	0.00000	0.00000	283	0
k127_1195392 flag=0 multi=105.2219 len=31885	0.00022	0.03576	0.00004	0.00609	282	52
k127_4138939 flag=1 multi=224.0000 len=2988	0.00022	0.03663	0.00002	0.00284	282	23
k127_4053562 flag=1 multi=71.2503 len=16285	0.00022	0.03682	0.00002	0.00286	282	22
k127_467803 flag=1 multi=86.8796 len=26584	0.00022	0.03533	0.00001	0.00161	282	15
k127_3905289 flag=0 multi=102.5215 len=1778	0.00022	0.03561	0.00000	0.00073	282	6
k127_2779900 flag=1 multi=132.0000 len=1783	0.00022	0.03713	0.00000	0.00014	282	1
k127_2090165 flag=1 multi=17.0000 len=3047	0.00022	0.03755	0.00000	0.00010	282	1
k127_776833 flag=0 multi=76.0239 len=2639	0.00022	0.03589	0.00000	0.00000	282	0
k127_3061334 flag=1 multi=120.0000 len=3493	0.00022	0.03742	0.00000	0.00000	282	0
k127_1235070 flag=1 multi=51.8821 len=3332	0.00022	0.03627	0.00000	0.00000	282	0
k127_545920 flag=0 multi=115.0952 len=1450	0.00022	0.03637	0.00002	0.00272	281	23
k127_824481 flag=0 multi=109.5295 len=24638	0.00022	0.03610	0.00001	0.00195	281	19
k127_3697872 flag=1 multi=10.0000 len=3593	0.00022	0.03740	0.00001	0.00203	281	19
k127_3596564 flag=0 multi=57.9880 len=53027	0.00022	0.03791	0.00001	0.00242	281	18
k127_5704697 flag=0 multi=104.0899 len=1617	0.00022	0.03588	0.00001	0.00100	281	11
k127_2193493 flag=1 multi=39.9376 len=24708	0.00022	0.03482	0.00001	0.00110	281	11
k127_389971 flag=1 multi=65.0000 len=3300	0.00022	0.03731	0.00000	0.00044	281	3
k127_3613991 flag=1 multi=10.0000 len=3591	0.00022	0.03598	0.00000	0.00005	281	1
k127_2592006 flag=0 multi=334.0000 len=3143	0.00022	0.03478	0.00000	0.00006	281	1
k127_4924188 flag=1 multi=14.0000 len=3333	0.00022	0.03757	0.00000	0.00000	281	0
k127_4803578 flag=0 multi=91.3576 len=2915	0.00022	0.03676	0.00000	0.00000	281	0
k127_3395517 flag=1 multi=16.0000 len=3319	0.00022	0.03729	0.00000	0.00000	281	0
k127_2418242 flag=1 multi=15.0000 len=3122	0.00022	0.03782	0.00000	0.00000	281	0
k127_240652 flag=1 multi=28.0000 len=3459	0.00022	0.03676	0.00000	0.00000	281	0
k127_1988180 flag=1 multi=36.0000 len=3226	0.00022	0.03696	0.00000	0.00000	281	0
k127_1703769 flag=1 multi=8.0000 len=3790	0.00022	0.03705	0.00000	0.00000	281	0
k127_1827733 flag=1 multi=43.0000 len=5278	0.00022	0.03736	0.00007	0.01088	280	87
k127_2088357 flag=0 multi=87.9220 len=3075	0.00022	0.03478	0.00006	0.00933	280	75
k127_3406030 flag=0 multi=108.9334 len=1749	0.00022	0.03604	0.00005	0.00793	280	67
k127_703151 flag=1 multi=46.0000 len=51565	0.00022	0.03385	0.00005	0.00691	280	61
k127_5444633 flag=1 multi=40.1485 len=9442	0.00022	0.03632	0.00004	0.00703	280	54
k127_5655794 flag=1 multi=60.0000 len=9430	0.00022	0.03595	0.00003	0.00458	280	39
